Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,2017-12-02 18:03:57+00:00,0.0,1.0,0.0,"Last night, @SenSanders slammed the tax reform bill that passed the Senate. https://t.co/yPerz691gx https://t.co/8xAsuBtcmW",39,@FoxNews
0.0,2017-12-02 18:02:45+00:00,0.0,1.0,0.0,"San Francisco defends ""Sanctuary City"" status; @WillCarrFNC reports. https://t.co/ji2k8oslao",40,@FoxNews
0.0,2017-12-02 17:56:29+00:00,0.0,1.0,0.0,"Santa consoles a woman during an event in Bristol, Tennessee. The woman is currently homeless and was asking for a… https://t.co/wVKjrbS0QG",41,@FoxNews
0.3182,2017-12-02 17:53:08+00:00,0.153,0.565,0.282,.@dbongino: GOP 'Damn Well Better' Finish Tax Reform 'Or This Party's Toast' https://t.co/KhEyWngNBV,42,@FoxNews
0.0,2017-12-02 17:49:05+00:00,0.0,1.0,0.0,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @GovMikeHuckabee - Tune in at 9p ET on Fox News Channel! https://t.co/s3wJO7OCDV",43,@FoxNews
-0.4019,2017-12-02 17:46:01+00:00,0.252,0.748,0.0,Shocking surveillance video shows sheriff's deputy shooting ex-girlfriend  https://t.co/GIMYAqPw9b,44,@FoxNews
-0.2952,2017-12-02 17:38:06+00:00,0.109,0.891,0.0,".@CortesSteve: ""We need to keep deporting and particularly dangerous people but we also need a wall. We need border… https://t.co/DDtFTpMiBr",45,@FoxNews
0.0,2017-12-02 17:34:05+00:00,0.0,1.0,0.0,U.S. markets since election. https://t.co/kGgmZllomD,46,@FoxNews
0.0,2017-12-02 17:32:47+00:00,0.0,1.0,0.0,"Trump takes victory lap after Senate passes tax bill, calls it 'largest tax decrease ... by far' https://t.co/uL6UIuFW5P",47,@FoxNews
-0.34,2017-12-02 17:18:59+00:00,0.13,0.87,0.0,"Moments ago, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National Se… https://t.co/qMeaLTIB11",48,@FoxNews
0.4404,2017-12-02 17:18:38+00:00,0.0,0.873,0.127,".@RepGaramendi: ""After you vote for it, to say, 'Well, I think we'd better read it and understand what's in it' - t… https://t.co/4HKkWK8UMt",49,@FoxNews
-0.6808,2017-12-02 17:12:04+00:00,0.28,0.72,0.0,".@POTUS: ""What has been shown is no collusion. No collusion. There's been absolutely no collusion so we're very hap… https://t.co/t0sZ1pvWJv",50,@FoxNews
0.0,2017-12-02 17:06:56+00:00,0.0,1.0,0.0,Matt Lauer's wife reportedly leaves New York home following sexual misconduct allegations https://t.co/v1d4gQV9Yh,51,@FoxNews
-0.4019,2017-12-02 17:05:06+00:00,0.119,0.881,0.0,".@SheriffClarke: ""Build the damn wall... If you do not build the wall as President Trump wants, these guys are just… https://t.co/FoUSIOXkvg",52,@FoxNews
0.34,2017-12-02 16:56:23+00:00,0.0,0.87,0.13,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks exclusively to National Security Adviser H.R. McMaster - Tune in a… https://t.co/OodzEifGTm",53,@FoxNews
-0.4019,2017-12-02 16:54:23+00:00,0.252,0.748,0.0,Shocking surveillance video shows sheriff's deputy shooting ex-girlfriend https://t.co/GIMYAqPw9b,54,@FoxNews
-0.5859,2017-12-02 16:50:49+00:00,0.242,0.758,0.0,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/Sl5e4F2e2g,55,@FoxNews
0.0,2017-12-02 16:39:02+00:00,0.0,1.0,0.0,"Hawaii Tests Cold-War Era Sirens After North Korean Missile Test
https://t.co/n6DQqgmuKy",56,@FoxNews
0.5267,2017-12-02 16:34:41+00:00,0.0,0.848,0.152,".@AGPamBondi: ""Now the federal authorities have [Jose Ines Garcia Zarate] and we're going to see some justice in ou… https://t.co/1HvS2CFKAC",57,@FoxNews
-0.6486,2017-12-02 16:30:50+00:00,0.371,0.629,0.0,Boyfriend of missing 3-year-old girl's mother arrested in her disappearance https://t.co/djQ9YWw7zX,58,@FoxNews
0.0,2017-12-02 16:29:43+00:00,0.0,1.0,0.0,".@JohnJamesMI: ""If you receive federal funds you must at a minimum abide by federal law."" https://t.co/rlpEfSRqMO",59,@FoxNews
-0.4043,2017-12-02 16:18:17+00:00,0.225,0.67,0.104,"On @ffweekend, @SheriffClarke slammed the not guilty verdict for Jose Ines Garcia Zarate, the illegal immigrant who… https://t.co/bGxVDe0ecK",60,@FoxNews
0.0,2017-12-02 16:13:15+00:00,0.0,1.0,0.0,".@POTUS: ""I think we had 66 times now where we've hit a record high since the election. 66 times. 66."" https://t.co/IL56Sy8Mbu",61,@FoxNews
0.8442,2017-12-02 16:11:12+00:00,0.0,0.606,0.394,".@POTUS: ""Consumer confidence at a 17-year high... Business confidence - all-time high. Everything is like at an al… https://t.co/AVOggMIz5v",62,@FoxNews
0.4404,2017-12-02 16:10:30+00:00,0.0,0.805,0.195,".@POTUS: ""I don't think politically it's good to vote against tax cuts."" https://t.co/JRt3RmyAra",63,@FoxNews
-0.4203,2017-12-02 16:10:15+00:00,0.195,0.709,0.096,".@POTUS: ""We didn't need our great @VP to break the tie... We got no Democrat help and I think that's going to cost… https://t.co/DV5swHrUZN",64,@FoxNews
-0.296,2017-12-02 16:08:36+00:00,0.115,0.885,0.0,".@POTUS: ""Last night we passed - in the history of the country - the largest tax cuts, and reform."" https://t.co/C9akNH0lSw",65,@FoxNews
-0.4767,2017-12-02 16:07:37+00:00,0.162,0.838,0.0,".@GOPChairwoman: ""We have broken every [fundraising] record in the history of the RNC... Over $120 million."" https://t.co/UUCY5yJ1oR",66,@FoxNews
-0.8834,2017-12-02 16:03:39+00:00,0.364,0.636,0.0,"Jamiel Shaw Sr.: ""My son was murdered... He was shot dead by an illegal alien on his third gun charge."" https://t.co/Advmnd96Cc",67,@FoxNews
0.0,2017-12-02 16:00:37+00:00,0.0,1.0,0.0,Awaiting remarks from @POTUS at fundraiser in NYC. https://t.co/TcLUWlSUpn,68,@FoxNews
0.4019,2017-12-02 15:55:24+00:00,0.0,0.876,0.124,".@dbongino: ""Clearly it was a sanctuary city policy that allowed [Jose Inez Garcia Zarate] to stay in the country a… https://t.co/xUuXEy1J88",69,@FoxNews
-0.2263,2017-12-02 15:53:00+00:00,0.213,0.787,0.0,Protesters gather in NYC as @POTUS visits. https://t.co/P41igRrZ0q,70,@FoxNews
-0.296,2017-12-02 15:46:22+00:00,0.121,0.879,0.0,"Sheriff Thomas Hodgson: ""We do have to build that wall. We have to stop the flow."" https://t.co/HQMRj0Cqei",71,@FoxNews
0.0,2017-12-02 15:43:24+00:00,0.0,1.0,0.0,"Last night, @SenWarren reacted negatively to the tax reform bill, which passed the Senate late last night.… https://t.co/EQUnC452q7",72,@FoxNews
0.0,2017-12-02 15:37:57+00:00,0.0,1.0,0.0,U.S. markets since election. https://t.co/HafjxIANs8,73,@FoxNews
0.0,2017-12-02 15:34:04+00:00,0.0,1.0,0.0,"TOMORROW on @NextRevFNC, @SteveHiltonx talks to @DarrellIssa - Tune in at 9p ET on Fox News Channel! https://t.co/1jBldT7Bsj",74,@FoxNews
-0.2732,2017-12-02 15:30:23+00:00,0.116,0.884,0.0,Awaiting remarks from @POTUS as House and Senate prepare to hash out final tax cut details. https://t.co/o3xcmQtFFu,75,@FoxNews
0.7964,2017-12-02 15:29:43+00:00,0.0,0.664,0.336,".@MZHemingway: ""Due process is a good thing and it's good for people to calmly and rationally make these decisions."" https://t.co/JelnirzVr6",76,@FoxNews
0.0,2017-12-02 15:25:44+00:00,0.0,1.0,0.0,"Moments before he departed Joint Base Andrews for NYC, @POTUS gave his first comments on Michael Flynn pleading gui… https://t.co/1KuhHfhR3n",77,@FoxNews
0.0,2017-12-02 15:22:17+00:00,0.0,1.0,0.0,Dow milestones. https://t.co/swzLkfk3Sr,78,@FoxNews
0.0,2017-12-02 15:19:15+00:00,0.0,1.0,0.0,".@RepDeSantis: ""The taxpayer should not be paying for @RepJohnConyers's peccadillos."" https://t.co/TLTIsxhmCh",79,@FoxNews
0.0,2017-12-02 15:14:00+00:00,0.0,1.0,0.0,Happening Now: @POTUS arrives in NYC. https://t.co/PC9Uye5biU,80,@FoxNews
-0.6597,2017-12-02 15:13:03+00:00,0.252,0.748,0.0,".@RepDeSantis: ""I've not seen any evidence and nobody has seen evidence of actual criminal offense involving Trump'… https://t.co/Cs85U2BXTe",81,@FoxNews
0.6696,2017-12-02 15:02:48+00:00,0.0,0.743,0.257,"RIGHT NOW: Tune in for a live ""Cost of Freedom"" on Fox News Channel! https://t.co/fSShgwmprP",82,@FoxNews
0.0,2017-12-02 14:59:27+00:00,0.0,1.0,0.0,"Senate OKs sweeping tax reform bill, @realDonaldTrump predicts final passage before Christmas https://t.co/lj21n7rk4c",83,@FoxNews
-0.6808,2017-12-02 14:49:34+00:00,0.28,0.72,0.0,".@POTUS: ""What has been shown is no collusion. No collusion. There's been absolutely no collusion so we're very hap… https://t.co/lpHcquYhLJ",84,@FoxNews
0.5267,2017-12-02 14:46:27+00:00,0.0,0.779,0.221,".@SheriffClarke: ""'Social justice causes' - interpret that, folks, as 'anti-police liberal activist causes.'"" https://t.co/6G0DuAXZqx",85,@FoxNews
0.0,2017-12-02 14:45:10+00:00,0.0,1.0,0.0,".@SheriffClarke: ""We have to seal the border."" https://t.co/0jvQ1VTTAa",86,@FoxNews
-0.4019,2017-12-02 14:43:53+00:00,0.119,0.881,0.0,".@SheriffClarke: ""Build the damn wall... If you do not build the wall as President Trump wants, these guys are just… https://t.co/ZM3lL7udwU",87,@FoxNews
0.699,2017-12-02 14:42:30+00:00,0.0,0.674,0.326,".@SheriffClarke: ""It is the most important important responsibility that the federal government has to protect Unit… https://t.co/CXYiOhPmhS",88,@FoxNews
-0.2144,2017-12-02 14:41:30+00:00,0.085,0.915,0.0,".@SheriffClarke: ""Mike Flynn has his problems but this has nothing to do with the Trump campaign or the Trump admin… https://t.co/vkMAhl87cE",89,@FoxNews
0.0,2017-12-02 14:36:33+00:00,0.0,1.0,0.0,MOMENTS AGO: @POTUS departs Andrews Air Force Base to head to NYC. https://t.co/A9qBhRFCr7,90,@FoxNews
0.2235,2017-12-02 14:26:23+00:00,0.066,0.827,0.107,"This morning, @PeteHegseth discussed the sanctuary city debate in light of the not guilty verdict in the Kate Stein… https://t.co/bW6z87rSMb",91,@FoxNews
0.0,2017-12-02 14:22:07+00:00,0.0,1.0,0.0,"Senate OKs sweeping tax reform bill, Trump predicts final passage before Christmas https://t.co/lj21n7rk4c",92,@FoxNews
0.0,2017-12-02 13:59:12+00:00,0.0,1.0,0.0,Senate passes tax reform bill: Here's how it affects you https://t.co/Mm2AHWTJUC,93,@FoxNews
0.2732,2017-12-02 13:41:33+00:00,0.233,0.451,0.316,OPINION: @tomshillue: Why I love a fake Christmas tree https://t.co/MxN05xs6gm,94,@FoxNews
0.0,2017-12-02 13:33:04+00:00,0.0,1.0,0.0,Marines and Sailors run across base during the 7th Annual Jingle Bell Run hosted by Marine Corps Community Services… https://t.co/WsSFcvCNTB,95,@FoxNews
0.4404,2017-12-02 13:04:43+00:00,0.0,0.854,0.146,Moments ago @realDonaldTrump tweeted his thanks to House and Senate Republicans after the Senate passed a major tax… https://t.co/KCZ2UFej0g,96,@FoxNews
0.0,2017-12-02 12:51:22+00:00,0.0,1.0,0.0,"Sessions: Trump, DOJ Doing Everything Possible to Reverse Sanctuary City Policies https://t.co/u6pehapdKh",97,@FoxNews
0.7269,2017-12-02 12:40:04+00:00,0.0,0.775,0.225,".@dbongino on tax reform: ""This could be a huge win if the Senate and the House can coordinate, get this on the pre… https://t.co/QE9JZxDrNi",98,@FoxNews
0.0,2017-12-02 12:30:34+00:00,0.0,1.0,0.0,"Andy Och : ""First Ladies get a lot of heat for their husbands. This has been going on since the very first administ… https://t.co/cLlRTLtcCY",99,@FoxNews
-0.743,2017-12-02 12:15:13+00:00,0.364,0.636,0.0,OPINION: @DouglasESchoen: Why Flynn’s guilty plea is bad news for Team Trump https://t.co/9LkMbC5THu,100,@FoxNews
-0.6369,2017-12-02 20:45:51+00:00,0.346,0.42,0.234,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X,1,@CNN
-0.4404,2017-12-02 20:30:38+00:00,0.139,0.861,0.0,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…",2,@CNN
-0.5859,2017-12-02 20:15:04+00:00,0.226,0.774,0.0,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY,3,@CNN
-0.5106,2017-12-02 20:00:55+00:00,0.193,0.807,0.0,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw,4,@CNN
0.0,2017-12-02 19:45:12+00:00,0.0,1.0,0.0,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW,5,@CNN
-0.34,2017-12-02 19:30:05+00:00,0.167,0.833,0.0,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV,6,@CNN
-0.2263,2017-12-02 19:15:10+00:00,0.128,0.872,0.0,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU,7,@CNN
0.128,2017-12-02 19:00:13+00:00,0.189,0.592,0.219,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY,8,@CNN
-0.4215,2017-12-02 18:45:09+00:00,0.237,0.763,0.0,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n,9,@CNN
0.4019,2017-12-02 18:30:02+00:00,0.0,0.847,0.153,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe",10,@CNN
0.0,2017-12-02 18:15:03+00:00,0.0,1.0,0.0,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc,11,@CNN
-0.5994,2017-12-02 18:00:04+00:00,0.231,0.769,0.0,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x,12,@CNN
0.0,2017-12-02 17:45:05+00:00,0.0,1.0,0.0,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW,13,@CNN
0.128,2017-12-02 17:30:04+00:00,0.0,0.842,0.158,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6,14,@CNN
0.0,2017-12-02 17:15:06+00:00,0.0,1.0,0.0,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J,15,@CNN
-0.1027,2017-12-02 17:00:06+00:00,0.069,0.931,0.0,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC,16,@CNN
-0.3818,2017-12-02 16:45:07+00:00,0.224,0.776,0.0,US senators gear up for fight over Dodd-Frank rollback https://t.co/MFk3iYSgam,17,@CNN
-0.3597,2017-12-02 16:30:13+00:00,0.161,0.839,0.0,President Trump on Michael Flynn deal: 'There has been absolutely no collusion' https://t.co/FUx4Cf0vCF https://t.co/pIIlu7lNeA,18,@CNN
0.4404,2017-12-02 16:15:05+00:00,0.0,0.828,0.172,"Florida teen found safe in New York with 27-year-old soccer coach, sheriff says https://t.co/Rhp75OeEAu https://t.co/FrVnENyrcP",19,@CNN
-0.8519,2017-12-02 16:00:22+00:00,0.383,0.617,0.0,"After a fatal police shooting, this mom is haunted by shocking incisions all over her son's body #BeneathTheSkin… https://t.co/KqNBJvffuK",20,@CNN
0.7906,2017-12-02 15:45:09+00:00,0.0,0.696,0.304,Stakeholders line up on both sides of the religious liberty case in the US Supreme Court https://t.co/BDbzDhcOjM https://t.co/KErgcIqKgX,21,@CNN
0.0,2017-12-02 15:27:52+00:00,0.0,1.0,0.0,Why Calfornia is wincing over Trump-backed health plan associations https://t.co/8EYi4mVpSD https://t.co/94GliD75N4,22,@CNN
0.0,2017-12-02 15:00:30+00:00,0.0,1.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/B0TlpqgQvg,23,@CNN
0.8074,2017-12-02 14:55:33+00:00,0.0,0.722,0.278,"RT @CNNPolitics: President Trump praises the passage of the Senate tax bill and looks ahead to conference committee: ""Something beautiful i…",24,@CNN
0.0,2017-12-02 14:45:04+00:00,0.0,1.0,0.0,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/iZyjU9nOhM,25,@CNN
0.3818,2017-12-02 14:38:05+00:00,0.0,0.885,0.115,"Economist Arthur Laffer: The CBO is ""wrong,"" the Senate tax bill ""will spur economic growth"" and will not add $1.4… https://t.co/mujQyHl6CF",26,@CNN
0.0,2017-12-02 14:30:51+00:00,0.0,1.0,0.0,"This is one of thousands of giant sinkholes in Greenland, where water is draining through the ice sheet into the oc… https://t.co/b1eVkIol9S",27,@CNN
-0.4404,2017-12-02 14:10:16+00:00,0.162,0.838,0.0,"Former federal prosecutor John Brownlee: Michael Flynn's credibility as a witness ""has been significantly damaged b… https://t.co/JjnEQpJivK",28,@CNN
0.5423,2017-12-02 14:00:18+00:00,0.0,0.821,0.179,"Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which… https://t.co/JpgasveNTw",29,@CNN
-0.7845,2017-12-02 13:40:08+00:00,0.257,0.743,0.0,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/vWxNddGLg5,30,@CNN
-0.6478,2017-12-02 13:29:03+00:00,0.227,0.773,0.0,CNN journalists have risked their lives in the most dangerous places around the world so you know the truth… https://t.co/R3F9YGHl5J,31,@CNN
0.0,2017-12-02 13:00:22+00:00,0.0,1.0,0.0,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/E0VcSNSUHS https://t.co/0LUMeTndUJ",32,@CNN
-0.4404,2017-12-02 12:30:21+00:00,0.146,0.854,0.0,"""Fat Leonard,"" the biggest corruption scandal in US Navy history, has tarnished the career of another admiral… https://t.co/oL4bLB8gYS",33,@CNN
0.7574,2017-12-02 12:00:37+00:00,0.0,0.706,0.294,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/WLhv3nvbW7,34,@CNN
0.0,2017-12-02 11:30:36+00:00,0.0,1.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/sUxboTGGS4,35,@CNN
0.0,2017-12-02 11:01:08+00:00,0.0,1.0,0.0,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDsh2z https://t.co/zhs2wuObi3",36,@CNN
0.0,2017-12-02 10:30:21+00:00,0.0,1.0,0.0,This is how the tax bill would affect your household finances https://t.co/uzCyZCPSdF https://t.co/3bq0EzDh37,37,@CNN
-0.3612,2017-12-02 10:00:21+00:00,0.128,0.872,0.0,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/6KrUAw3he9,38,@CNN
-0.296,2017-12-02 09:30:15+00:00,0.235,0.539,0.225,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/knx2rdt8SW https://t.co/aNoibaIeTq",39,@CNN
-0.2023,2017-12-02 09:00:27+00:00,0.079,0.921,0.0,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/liCtPng8mA",40,@CNN
0.6908,2017-12-02 08:29:07+00:00,0.0,0.749,0.251,"Meet the 11-year-old who created a cheap device to test drinking water for lead, and won a $25,000 science prize… https://t.co/Tfzvuyk9J4",41,@CNN
0.0,2017-12-02 08:00:15+00:00,0.0,1.0,0.0,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/1uxaRBVGaP,42,@CNN
0.0258,2017-12-02 07:30:06+00:00,0.1,0.795,0.105,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/Wz9f2qUdGg",43,@CNN
0.0,2017-12-02 07:09:54+00:00,0.0,1.0,0.0,Senate passes its GOP tax reform bill with 51 votes after a day full of lawmakers making changes to bring enough me… https://t.co/IChv44Xy0d,44,@CNN
-0.6369,2017-12-02 07:02:24+00:00,0.174,0.826,0.0,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/w0q8PL0fOU,45,@CNN
-0.1027,2017-12-02 06:30:14+00:00,0.072,0.928,0.0,President Trump has questioned the authenticity of the infamous “Access Hollywood” tape in which he bragged about b… https://t.co/noBeChbfF0,46,@CNN
-0.0516,2017-12-02 06:00:18+00:00,0.124,0.762,0.114,"Former Secretary of State Madeleine Albright believes the US is facing a ""national security emergency"" because of t… https://t.co/euFlPDWFDp",47,@CNN
0.0,2017-12-02 05:30:06+00:00,0.0,1.0,0.0,Arby's is buying Buffalo Wild Wings for $2.9 billion https://t.co/ZRKFZ5YX0m https://t.co/NEluzZOZGB,48,@CNN
0.0,2017-12-02 05:20:17+00:00,0.0,1.0,0.0,Votes on amendments are underway with Senate Republicans set to pass a massive tax overhaul. The bill includes hand… https://t.co/nFBbwMuFTa,49,@CNN
0.0,2017-12-02 05:02:41+00:00,0.0,1.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/vMStdSVXkR,50,@CNN
0.0,2017-12-02 04:30:07+00:00,0.0,1.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/csarkGg1s3",51,@CNN
0.4939,2017-12-02 04:00:07+00:00,0.0,0.775,0.225,A man's tattoo left doctors debating whether to save his life https://t.co/8UnIwsGEBg https://t.co/LgYelybHGA,52,@CNN
0.0772,2017-12-02 03:30:22+00:00,0.093,0.802,0.105,Geraldo Rivera apologizes to Bette Midler after she accused him earlier this week of drugging and groping her in th… https://t.co/JJ9zkY57Gk,53,@CNN
0.1779,2017-12-02 03:00:18+00:00,0.0,0.825,0.175,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/zaXJeLox7b https://t.co/5GQPG1gZ0i,54,@CNN
0.0,2017-12-02 02:50:05+00:00,0.0,1.0,0.0,Former President Obama met with the Dalai Lama in India on Friday https://t.co/qnMKlOyoIk https://t.co/QRFzCQQY4n,55,@CNN
-0.8885,2017-12-02 02:40:06+00:00,0.404,0.596,0.0,A McDonald's manager who gave police a loaded gun that led to the arrest of a suspect in a series of killings in Ta… https://t.co/NUWbKkOrCw,56,@CNN
0.0,2017-12-02 02:30:06+00:00,0.0,1.0,0.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/yDNl5AdgTd https://t.co/hmBrwwa8PJ",57,@CNN
-0.6249,2017-12-02 02:20:01+00:00,0.313,0.687,0.0,The brutal race conversation nobody wants to have https://t.co/L5imhpeKVw https://t.co/f8WmR6OphU,58,@CNN
0.0,2017-12-02 02:10:04+00:00,0.0,1.0,0.0,"Signet Jewelers, which owns Kay Jewelers, Zales and Jared The Galleria Of Jewelry, is being investigated by federal… https://t.co/UenFiTbpmZ",59,@CNN
0.0,2017-12-02 02:00:27+00:00,0.0,1.0,0.0,Russia investigation zeroes in on Trump inner circle | Analysis by @StCollinson https://t.co/9yLjhHp5gI https://t.co/HpLIMhdCuV,60,@CNN
0.4019,2017-12-02 01:50:04+00:00,0.0,0.816,0.184,Flynn charge suggests arcane law is 'leverage' for special counsel investigation https://t.co/hirXKHOyyv https://t.co/nNr3Fgj61b,61,@CNN
0.0,2017-12-02 01:40:03+00:00,0.0,1.0,0.0,Twitter has a new reason for why it didn't delete Trump's anti-Muslim retweets https://t.co/nTaj9LS5Cf https://t.co/lUdCAjSUPy,62,@CNN
0.0,2017-12-02 01:30:07+00:00,0.0,1.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/u8KUAZtwPF",63,@CNN
0.4019,2017-12-02 01:22:50+00:00,0.0,0.856,0.144,"RT @OutFrontCNN: ""Please don't say it's not that big a deal. He is now an admitted felon."" Rep. Denny Heck reacts to Michael Flynn's guilty…",64,@CNN
-0.4215,2017-12-02 01:20:10+00:00,0.219,0.781,0.0,Breaking down Michael Flynn's lies about his Russia calls https://t.co/7sqTwPyoFf https://t.co/yhA3E7DxMQ,65,@CNN
0.0,2017-12-02 01:10:11+00:00,0.0,1.0,0.0,"""I think that Russia investigation is wearing on all of us, the President most of all,"" said a source close to Pres… https://t.co/LaAI7GvkdA",66,@CNN
0.0,2017-12-02 01:00:02+00:00,0.0,1.0,0.0,"American Airlines says there will be enough pilots available to cover all of its December flights, despite a schedu… https://t.co/bhZF44Nb1D",67,@CNN
0.5859,2017-12-02 00:50:04+00:00,0.094,0.656,0.25,"Senate Republicans may vote to strengthen Obamacare short-term to win over lawmakers, even as it weakens the health… https://t.co/ZW5IsoCA2e",68,@CNN
0.0,2017-12-02 00:40:09+00:00,0.0,1.0,0.0,The Senate is about to vote on a tax bill it's still writing | Analysis by @zbyronwolf https://t.co/UxxdePpBNv https://t.co/Xwz1IhCrmj,69,@CNN
0.0,2017-12-02 00:30:15+00:00,0.0,1.0,0.0,"As TV networks grapple with the sexual misconduct allegations lodged against their big stars, a major lingering que… https://t.co/CzkglP7PrD",70,@CNN
0.0,2017-12-02 00:20:09+00:00,0.0,1.0,0.0,"President Trump is expected to announce that the US recognizes Jerusalem as Israel's capital, US officials with dir… https://t.co/BsHdUCql7d",71,@CNN
0.0,2017-12-02 00:10:04+00:00,0.0,1.0,0.0,"Michael Flynn: From ""lock her up"" to (maybe) locked up | Analysis by @GregJKrieg https://t.co/tRZkAaTyup https://t.co/dAt2r8pq8l",72,@CNN
0.4939,2017-12-02 00:03:53+00:00,0.0,0.814,0.186,"RT @CNNSitRoom: .@evanperez explains why Michael Flynn's plea agreement was ""an incredible deal"" https://t.co/4Hx0XH4D5t  https://t.co/Adgw…",73,@CNN
0.7574,2017-12-02 00:02:03+00:00,0.0,0.706,0.294,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/RUGXYixw0G,74,@CNN
-0.6908,2017-12-01 23:50:05+00:00,0.251,0.749,0.0,"GOP Rep. Blake Farenthold settled a sexual harassment complaint brought by an aide with taxpayer money in 2014, acc… https://t.co/PyjrxXwdr5",75,@CNN
0.0258,2017-12-01 23:40:05+00:00,0.142,0.66,0.198,A former National Security Agency employee pleaded guilty Friday to taking sensitive national defense information f… https://t.co/K2S1GtJpv4,76,@CNN
0.0,2017-12-01 23:30:03+00:00,0.0,1.0,0.0,German police defuse device near Christmas market outside Berlin https://t.co/r4yQdDrR5y https://t.co/ftEmTHek3O,77,@CNN
0.4939,2017-12-01 23:20:06+00:00,0.0,0.775,0.225,A man's tattoo left doctors debating whether to save his life https://t.co/pOS6iivPYO https://t.co/0vlvW3AXEB,78,@CNN
-0.5574,2017-12-01 23:10:07+00:00,0.31,0.69,0.0,Russian Parliament plans to ban American journalists https://t.co/9iHZZ8aAZG https://t.co/xvjzFbimgN,79,@CNN
-0.34,2017-12-01 23:00:15+00:00,0.211,0.789,0.0,How President Trump has disparaged the Russia investigation https://t.co/LYHeVi4GIw https://t.co/UuGhS4kub9,80,@CNN
0.6249,2017-12-01 22:50:04+00:00,0.0,0.758,0.242,The court filings from former Trump national security adviser Michael Flynn's plea hearing show special counsel Rob… https://t.co/PdUDOGToCl,81,@CNN
